sentence_id;sentence;dataset
1188;AGMFI is to generate initial values for merge and Spilt factor, maximum merge times instead of selecting efficient values as in ISODATA.;arxiv
1189;The initial seeds for each cluster were normally chosen either sequentially or randomly.;arxiv
1190;The quality of the final clusters was found to be influenced by these initial seeds.;arxiv
1191;For the real life problems, the suitable number of clusters cannot be predicted.;arxiv
1192;To overcome the above drawback the current research focused on developing the clustering algorithms without giving the initial number of clusters.;arxiv
1193;This paper is an initial endeavor to bridge the gap between powerful Deep Reinforcement Learning methodologies and the problem of exploration/coverage of unknown terrains.;arxiv
1194;Within this scope, MarsExplorer, an openai-gym compatible environment tailored to exploration/coverage of unknown areas, is presented.;arxiv
1195;MarsExplorer translates the original robotics problem into a Reinforcement Learning setup that various off-the-shelf algorithms can tackle.;arxiv
1196;Any learned policy can be straightforwardly applied to a robotic platform without an elaborate simulation model of the robot's dynamics to apply a different learning/adaptation phase.;arxiv
1197;One of its core features is the controllable multi-dimensional procedural generation of terrains, which is the key for producing policies with strong generalization capabilities.;arxiv
1198;Four different state-of-the-art RL algorithms (A3C, PPO, Rainbow, and SAC) are trained on the MarsExplorer environment, and a proper evaluation of their results compared to the average human-level performance is reported.;arxiv
1199;In the follow-up experimental analysis, the effect of the multi-dimensional difficulty setting on the learning capabilities of the best-performing algorithm (PPO) is analyzed.;arxiv
1200;A milestone result is the generation of an exploration policy that follows the Hilbert curve without providing this information to the environment or rewarding directly or indirectly Hilbert-curve-like trajectories.;arxiv
1201;The experimental analysis is concluded by evaluating PPO learned policy algorithm side-by-side with frontier-based exploration strategies.;arxiv
1202;A study on the performance curves revealed that PPO-based policy was capable of performing adaptive-to-the-unknown-terrain sweeping without leaving expensive-to-revisit areas uncovered, underlying the capability of RL-based methodologies to tackle exploration tasks efficiently.;arxiv
1203;The source code can be found at: https://github.com/dimikout3/MarsExplorer.;arxiv
1204;Synthesizing optimal controllers for dynamical systems often involves solving optimization problems with hard real-time constraints.;arxiv
1205;These constraints determine the class of numerical methods that can be applied: computationally expensive but accurate numerical routines are replaced by fast and inaccurate methods, trading inference time for solution accuracy.;arxiv
1206;This paper provides techniques to improve the quality of optimized control policies given a fixed computational budget.;arxiv
1207;We achieve the above via a hypersolvers approach, which hybridizes a differential equation solver and a neural network.;arxiv
1208;The performance is evaluated in direct and receding-horizon optimal control tasks in both low and high dimensions, where the proposed approach shows consistent Pareto improvements in solution accuracy and control performance.;arxiv
1209;Canonical correlation analysis (CCA) is a powerful technique for discovering whether or not hidden sources are commonly present in two (or more) datasets.;arxiv
1210;Its well-appreciated merits include dimensionality reduction, clustering, classification, feature selection, and data fusion.;arxiv
1211;The standard CCA however, does not exploit the geometry of the common sources, which may be available from the given data or can be deduced from (cross-) correlations.;arxiv
1212;In this paper, this extra information provided by the common sources generating the data is encoded in a graph, and is invoked as a graph regularizer.;arxiv
1213;This leads to a novel graph-regularized CCA approach, that is termed graph (g) CCA.;arxiv
1214;The novel gCCA accounts for the graph-induced knowledge of common sources, while minimizing the distance between the wanted canonical variables.;arxiv
1215;Tailored for diverse practical settings where the number of data is smaller than the data vector dimensions, the dual formulation of gCCA is also developed.;arxiv
1216;One such setting includes kernels that are incorporated to account for nonlinear data dependencies.;arxiv
1217;The resultant graph-kernel (gk) CCA is also obtained in closed form.;arxiv
1218;Finally, corroborating image classification tests over several real datasets are presented to showcase the merits of the novel linear, dual, and kernel approaches relative to competing alternatives.;arxiv
1219;Sparse subspace clustering methods with sparsity induced by $\ell^{0}$-norm, such as $\ell^{0}$-Sparse Subspace Clustering ($\ell^{0}$-SSC)~\citep{YangFJYH16-L0SSC-ijcv}, are demonstrated to be more effective than its $\ell^{1}$ counterpart such as Sparse Subspace Clustering (SSC)~\citep{ElhamifarV13}.;arxiv
1220;However, the theoretical analysis of $\ell^{0}$-SSC is restricted to clean data that lie exactly in subspaces.;arxiv
1221;Real data often suffer from noise and they may lie close to subspaces.;arxiv
1222;In this paper, we show that an optimal solution to the optimization problem of noisy $\ell^{0}$-SSC achieves subspace detection property (SDP), a key element with which data from different subspaces are separated, under deterministic and semi-random model.;arxiv
1223;Our results provide theoretical guarantee on the correctness of noisy $\ell^{0}$-SSC in terms of SDP on noisy data for the first time, which reveals the advantage of noisy $\ell^{0}$-SSC in terms of much less restrictive condition on subspace affinity.;arxiv
1224;In order to improve the efficiency of noisy $\ell^{0}$-SSC, we propose Noisy-DR-$\ell^{0}$-SSC which provably recovers the subspaces on dimensionality reduced data.;arxiv
1225;Noisy-DR-$\ell^{0}$-SSC first projects the data onto a lower dimensional space by random projection, then performs noisy $\ell^{0}$-SSC on the projected data for improved efficiency.;arxiv
1226;This paper considers joint analysis of multiple functionally related structures in classification tasks.;arxiv
1227;In particular, our method developed is driven by how functionally correlated brain structures vary together between autism and control groups.;arxiv
1228;We find that the resulting joint structure is effective, robust, and interpretable in recognizing the underlying patterns of the joint variation of multi-block non-Euclidean data.;arxiv
1229;We verified the method in classifying the structural shape data collected from cases that developed and did not develop into Autistic Spectrum Disorder (ASD).;arxiv
1230;In recent years cybersecurity has become a major concern in adaptation of smart applications.;arxiv
1231;Specially, in smart homes where a large number of IoT devices are used having a secure and trusted mechanisms can provide peace of mind for users.;arxiv
1232;Accurate detection of cyber attacks is crucial, however precise identification of the type of attacks plays a huge role if devising the countermeasure for protecting the system.;arxiv
1233;Artificial Neural Networks (ANN) have provided promising results for detecting any security attacks for smart applications.;arxiv
1234;However, due to complex nature of the model used for this technique it is not easy for normal users to trust ANN based security solutions.;arxiv
1235;Also, selection of right hyperparameters for ANN architecture plays a crucial role in the accurate detection of security attacks, especially when it come to identifying the subcategories of attacks.;arxiv
1236;In this paper, we propose a model that considers both the issues of explainability of ANN model and the hyperparameter selection for this approach to be easily trusted and adapted by users of smart home applications.;arxiv
1237;Also, our approach considers a subset of the dataset for optimal selection of hyperparamters to reduce the overhead of the process of ANN architecture design.;arxiv
1238;Distinctively this paper focuses on configuration, performance and evaluation of ANN architecture for identification of five categorical attacks and nine subcategorical attacks.;arxiv
1239;Using a very recent IoT dataset our approach showed high performance for intrusion detection with 99.9%, 99.7%, and 97.7% accuracy for Binary, Category, and Subcategory level classification of attacks.;arxiv
1240;Semi-supervised learning (SSL) provides an effective means of leveraging unlabeled data to improve a model's performance.;arxiv
1241;In this paper, we demonstrate the power of a simple combination of two common SSL methods: consistency regularization and pseudo-labeling.;arxiv
1242;Our algorithm, FixMatch, first generates pseudo-labels using the model's predictions on weakly-augmented unlabeled images.;arxiv
1243;For a given image, the pseudo-label is only retained if the model produces a high-confidence prediction.;arxiv
1244;The model is then trained to predict the pseudo-label when fed a strongly-augmented version of the same image.;arxiv
1245;Despite its simplicity, we show that FixMatch achieves state-of-the-art performance across a variety of standard semi-supervised learning benchmarks, including 94.93% accuracy on CIFAR-10 with 250 labels and 88.61% accuracy with 40 -- just 4 labels per class.;arxiv
1246;Since FixMatch bears many similarities to existing SSL methods that achieve worse performance, we carry out an extensive ablation study to tease apart the experimental factors that are most important to FixMatch's success.;arxiv
1247;Understanding the operation of biological and artificial networks remains a difficult and important challenge.;arxiv
1248;To identify general principles, researchers are increasingly interested in surveying large collections of networks that are trained on, or biologically adapted to, similar tasks.;arxiv
1249;A standardized set of analysis tools is now needed to identify how network-level covariates -- such as architecture, anatomical brain region, and model organism -- impact neural representations (hidden layer activations).;arxiv
1250;Here, we provide a rigorous foundation for these analyses by defining a broad family of metric spaces that quantify representational dissimilarity.;arxiv
1251;Using this framework we modify existing representational similarity measures based on canonical correlation analysis to satisfy the triangle inequality, formulate a novel metric that respects the inductive biases in convolutional layers, and identify approximate Euclidean embeddings that enable network representations to be incorporated into essentially any off-the-shelf machine learning method.;arxiv
1252;We demonstrate these methods on large-scale datasets from biology (Allen Institute Brain Observatory) and deep learning (NAS-Bench-101).;arxiv
1253;In doing so, we identify relationships between neural representations that are interpretable in terms of anatomical features and model performance.;arxiv
1254;We propose a novel and effective purification based adversarial defense method against pre-processor blind white- and black-box attacks.;arxiv
1255;Our method is computationally efficient and trained only with self-supervised learning on general images, without requiring any adversarial training or retraining of the classification model.;arxiv
1256;We first show an empirical analysis on the adversarial noise, defined to be the residual between an original image and its adversarial example, has almost zero mean, symmetric distribution.;arxiv
1257;Based on this observation, we propose a very simple iterative Gaussian Smoothing (GS) which can effectively smooth out adversarial noise and achieve substantially high robust accuracy.;arxiv
1258;To further improve it, we propose Neural Contextual Iterative Smoothing (NCIS), which trains a blind-spot network (BSN) in a self-supervised manner to reconstruct the discriminative features of the original image that is also smoothed out by GS.;arxiv
1259;From our extensive experiments on the large-scale ImageNet using four classification models, we show that our method achieves both competitive standard accuracy and state-of-the-art robust accuracy against most strong purifier-blind white- and black-box attacks.;arxiv
1260;Also, we propose a new benchmark for evaluating a purification method based on commercial image classification APIs, such as AWS, Azure, Clarifai and Google.;arxiv
1261;We generate adversarial examples by ensemble transfer-based black-box attack, which can induce complete misclassification of APIs, and demonstrate that our method can be used to increase adversarial robustness of APIs.;arxiv
1262;Correspondence-based shape models are key to various medical imaging applications that rely on a statistical analysis of anatomies.;arxiv
1263;Such shape models are expected to represent consistent anatomical features across the population for population-specific shape statistics.;arxiv
1264;Early approaches for correspondence placement rely on nearest neighbor search for simpler anatomies.;arxiv
1265;Coordinate transformations for shape correspondence hold promise to address the increasing anatomical complexities.;arxiv
1266;Nonetheless, due to the inherent shape-level geometric complexity and population-level shape variation, the coordinate-wise correspondence often does not translate to the anatomical correspondence.;arxiv
1267;An alternative, group-wise approach for correspondence placement explicitly models the trade-off between geometric description and the population's statistical compactness.;arxiv
1268;However, these models achieve limited success in resolving nonlinear shape correspondence.;arxiv
1269;Recent works have addressed this limitation by adopting an application-specific notion of correspondence through lifting positional data to a higher dimensional feature space.;arxiv
1270;However, they heavily rely on manual expertise to create domain-specific features and consistent landmarks.;arxiv
1271;This paper proposes an automated feature learning approach, using deep convolutional neural networks to extract correspondence-friendly features from shape ensembles.;arxiv
1272;Further, an unsupervised domain adaptation scheme is introduced to augment the pretrained geometric features with new anatomies.;arxiv
1273;Results on anatomical datasets of human scapula, femur, and pelvis bones demonstrate that features learned in supervised fashion show improved performance for correspondence estimation compared to the manual features.;arxiv
1274;Further, unsupervised learning is demonstrated to learn complex anatomy features using the supervised domain adaptation from features learned on simpler anatomy.;arxiv
1275;Learning a regression function using censored or interval-valued output data is an important problem in fields such as genomics and medicine.;arxiv
1276;The goal is to learn a real-valued prediction function, and the training output labels indicate an interval of possible values.;arxiv
1277;Whereas most existing algorithms for this task are linear models, in this paper we investigate learning nonlinear tree models.;arxiv
1278;We propose to learn a tree by minimizing a margin-based discriminative objective function, and we provide a dynamic programming algorithm for computing the optimal solution in log-linear time.;arxiv
1279;We show empirically that this algorithm achieves state-of-the-art speed and prediction accuracy in a benchmark of several data sets.;arxiv
1280;Automatic Speech Scoring (ASS) is the computer-assisted evaluation of a candidate's speaking proficiency in a language.;arxiv
1281;ASS systems face many challenges like open grammar, variable pronunciations, and unstructured or semi-structured content.;arxiv
1282;Recent deep learning approaches have shown some promise in this domain.;arxiv
1283;However, most of these approaches focus on extracting features from a single audio, making them suffer from the lack of speaker-specific context required to model such a complex task.;arxiv
1284;We propose a novel deep learning technique for non-native ASS, called speaker-conditioned hierarchical modeling.;arxiv
1285;In our technique, we take advantage of the fact that oral proficiency tests rate multiple responses for a candidate.;arxiv
1286;We extract context vectors from these responses and feed them as additional speaker-specific context to our network to score a particular response.;arxiv
1287;We compare our technique with strong baselines and find that such modeling improves the model's average performance by 6.92% (maximum = 12.86%, minimum = 4.51%).;arxiv
1288;We further show both quantitative and qualitative insights into the importance of this additional context in solving the problem of ASS.;arxiv
1289;We describe a layer-by-layer algorithm for training deep convolutional networks, where each step involves gradient updates for a two layer network followed by a simple clustering algorithm.;arxiv
1290;Our algorithm stems from a deep generative model that generates mages level by level, where lower resolution images correspond to latent semantic classes.;arxiv
1291;We analyze the convergence rate of our algorithm assuming that the data is indeed generated according to this model (as well as additional assumptions).;arxiv
1292;While we do not pretend to claim that the assumptions are realistic for natural images, we do believe that they capture some true properties of real data.;arxiv
1293;Furthermore, we show that our algorithm actually works in practice (on the CIFAR dataset), achieving results in the same ballpark as that of vanilla convolutional neural networks that are being trained by stochastic gradient descent.;arxiv
1294;Finally, our proof techniques may be of independent interest.;arxiv
1295;Calculating hydrocarbon components solubility of natural gases is known as one of the important issues for operational works in petroleum and chemical engineering.;arxiv
1296;In this work, a novel solubility estimation tool has been proposed for hydrocarbon gases including methane, ethane, propane, and butane in aqueous electrolyte solutions based on extreme learning machine (ELM) algorithm.;arxiv
1297;Comparing the ELM outputs with a comprehensive real databank which has 1175 solubility points concluded to R-squared values of 0.985 and 0.987 for training and testing phases respectively.;arxiv
1298;Furthermore, the visual comparison of estimated and actual hydrocarbon solubility led to confirm the ability of the proposed solubility model.;arxiv
1299;Additionally, sensitivity analysis has been employed on the input variables of the model to identify their impacts on hydrocarbon solubility.;arxiv
1300;Such a comprehensive and reliable study can help engineers and scientists to successfully determine the important thermodynamic properties which are key factors in optimizing and designing different industrial units such as refineries and petrochemical plants.;arxiv
1301;Actively sampled data can have very different characteristics than passively sampled data.;arxiv
1302;Therefore, it's promising to investigate using different inference procedures during AL than are used during passive learning (PL).;arxiv
1303;This general idea is explored in detail for the focused case of AL with cost-weighted SVMs for imbalanced data, a situation that arises for many HLT tasks.;arxiv
1304;The key idea behind the proposed InitPA method for addressing imbalance is to base cost models during AL on an estimate of overall corpus imbalance computed via a small unbiased sample rather than the imbalance in the labeled training data, which is the leading method used during PL.;arxiv
1305;Weight sharing based and predictor based methods are two major types of fast neural architecture search methods.;arxiv
1306;In this paper, we propose to jointly use weight sharing and predictor in a unified framework.;arxiv
1307;First, we construct a SuperNet in a weight-sharing way and probabilisticly sample architectures from the SuperNet.;arxiv
1308;To increase the correctness of the evaluation of architectures, besides direct evaluation using the inherited weights, we further apply a few-shot predictor to assess the architecture on the other hand.;arxiv
1309;The final evaluation of the architecture is the combination of direct evaluation, the prediction from the predictor and the cost of the architecture.;arxiv
1310;We regard the evaluation as a reward and apply a self-critical policy gradient approach to update the architecture probabilities.;arxiv
1311;To further reduce the side effects of weight sharing, we propose a weakly weight sharing method by introducing another HyperNet.;arxiv
1312;We conduct experiments on datasets including CIFAR-10, CIFAR-100 and ImageNet under NATS-Bench, DARTS and MobileNet search space.;arxiv
1313;The proposed WPNAS method achieves state-of-the-art performance on these datasets.;arxiv
1314;We propose a feed-forward inference method applicable to belief and neural networks.;arxiv
1315;In a belief network, the method estimates an approximate factorized posterior of all hidden units given the input.;arxiv
1316;In neural networks the method propagates uncertainty of the input through all the layers.;arxiv
1317;In neural networks with injected noise, the method analytically takes into account uncertainties resulting from this noise.;arxiv
1318;Such feed-forward analytic propagation is differentiable in parameters and can be trained end-to-end.;arxiv
1319;Compared to standard NN, which can be viewed as propagating only the means, we propagate the mean and variance.;arxiv
1320;The method can be useful in all scenarios that require knowledge of the neuron statistics, e.g. when dealing with uncertain inputs, considering sigmoid activations as probabilities of Bernoulli units, training the models regularized by injected noise (dropout) or estimating activation statistics over the dataset (as needed for normalization methods).;arxiv
1321;In the experiments we show the possible utility of the method in all these tasks as well as its current limitations.;arxiv
1322;The notion of approachability in repeated games with vector payoffs was introduced by Blackwell in the 1950s, along with geometric conditions for approachability and corresponding strategies that rely on computing {\em steering directions} as projections from the current average payoff vector to the (convex) target set.;arxiv
1323;Recently, Abernethy, Batlett and Hazan (2011) proposed a class of approachability algorithms that rely on the no-regret properties of Online Linear Programming for computing a suitable sequence of steering directions.;arxiv
1324;This is first carried out for target sets that are convex cones, and then generalized to any convex set by embedding it in a higher-dimensional convex cone.;arxiv
1325;In this paper we present a more direct formulation that relies on the support function of the set, along with suitable Online Convex Optimization algorithms, which leads to a general class of approachability algorithms.;arxiv
1326;We further show that Blackwell's original algorithm and its convergence follow as a special case.;arxiv
1327;Research on connected vehicles represents a continuously evolving technological domain, fostered by the emerging Internet of Things (IoT) paradigm and the recent advances in intelligent transportation systems.;arxiv
1328;Nowadays, vehicles are platforms capable of generating, receiving and automatically act based on large amount of data.;arxiv
1329;In the context of assisted driving, connected vehicle technology provides real-time information about the surrounding traffic conditions.;arxiv
1330;Such information is expected to improve drivers' quality of life, for example, by adopting decision making strategies according to the current parking availability status.;arxiv
1331;In this context, we propose an online and adaptive scheme for parking availability mapping.;arxiv
1332;Harnessing data to discover the underlying governing laws or equations that describe the behavior of complex physical systems can significantly advance our modeling, simulation and understanding of such systems in various science and engineering disciplines.;arxiv
1333;This work introduces a novel physics-informed deep learning framework to discover governing partial differential equations (PDEs) from scarce and noisy data for nonlinear spatiotemporal systems.;arxiv
1334;The efficacy and robustness of this method are demonstrated, both numerically and experimentally, on discovering a variety of PDE systems with different levels of data scarcity and noise accounting for different initial/boundary conditions.;arxiv
1335;The resulting computational framework shows the potential for closed-form model discovery in practical applications where large and accurate datasets are intractable to capture.;arxiv
1336;We propose data-driven one-pass streaming algorithms for estimating the number of triangles and four cycles, two fundamental problems in graph analytics that are widely studied in the graph data stream literature.;arxiv
1337;"Recently, (Hsu 2018) and (Jiang 2020) applied machine learning techniques in other data stream problems, using a trained oracle that can predict certain properties of the stream elements to improve on prior ""classical"" algorithms that did not use oracles.";arxiv
1338;"In this paper, we explore the power of a ""heavy edge"" oracle in multiple graph edge streaming models.";arxiv
1339;In the adjacency list model, we present a one-pass triangle counting algorithm improving upon the previous space upper bounds without such an oracle.;arxiv
1340;In the arbitrary order model, we present algorithms for both triangle and four cycle estimation with fewer passes and the same space complexity as in previous algorithms, and we show several of these bounds are optimal.;arxiv
1341;We analyze our algorithms under several noise models, showing that the algorithms perform well even when the oracle errs.;arxiv
1342;"Our methodology expands upon prior work on ""classical"" streaming algorithms, as previous multi-pass and random order streaming algorithms can be seen as special cases of our algorithms, where the first pass or random order was used to implement the heavy edge oracle.";arxiv
1343;Lastly, our experiments demonstrate advantages of the proposed method compared to state-of-the-art streaming algorithms.;arxiv
1344;Manifold learning techniques have become increasingly valuable as data continues to grow in size.;arxiv
1345;By discovering a lower-dimensional representation (embedding) of the structure of a dataset, manifold learning algorithms can substantially reduce the dimensionality of a dataset while preserving as much information as possible.;arxiv
1346;However, state-of-the-art manifold learning algorithms are opaque in how they perform this transformation.;arxiv
1347;Understanding the way in which the embedding relates to the original high-dimensional space is critical in exploratory data analysis.;arxiv
1348;We previously proposed a Genetic Programming method that performed manifold learning by evolving mappings that are transparent and interpretable.;arxiv
1349;In this paper, we substantially extend our previous work, by introducing a multi-objective approach that automatically balances the competing objectives of manifold quality and dimensionality.;arxiv
1350;Our proposed approach is competitive with a range of baseline and state-of-the-art manifold learning methods, while also providing a range (front) of solutions that give different trade-offs between quality and dimensionality.;arxiv
1351;Furthermore, the learned models are shown to often be simple and efficient, utilising only a small number of features in an interpretable manner.;arxiv
1352;Practical brain-machine interfaces have been widely studied to accurately detect human intentions using brain signals in the real world.;arxiv
1353;However, the electroencephalography (EEG) signals are distorted owing to the artifacts such as walking and head movement, so brain signals may be large in amplitude rather than desired EEG signals.;arxiv
1354;Due to these artifacts, detecting accurately human intention in the mobile environment is challenging.;arxiv
1355;In this paper, we proposed the reconstruction framework based on generative adversarial networks using the event-related potentials (ERP) during walking.;arxiv
1356;We used a pre-trained convolutional encoder to represent latent variables and reconstructed ERP through the generative model which shape similar to the opposite of encoder.;arxiv
1357;Finally, the ERP was classified using the discriminative model to demonstrate the validity of our proposed framework.;arxiv
1358;As a result, the reconstructed signals had important components such as N200 and P300 similar to ERP during standing.;arxiv
1359;The accuracy of reconstructed EEG was similar to raw noisy EEG signals during walking.;arxiv
1360;The signal-to-noise ratio of reconstructed EEG was significantly increased as 1.3.;arxiv
1361;The loss of the generative model was 0.6301, which is comparatively low, which means training generative model had high performance.;arxiv
1362;The reconstructed ERP consequentially showed an improvement in classification performance during walking through the effects of noise reduction.;arxiv
1363;The proposed framework could help recognize human intention based on the brain-machine interface even in the mobile environment.;arxiv
1364;Recurrent neural networks (RNNs) are powerful dynamical models for data with complex temporal structure.;arxiv
1365;However, training RNNs has traditionally proved challenging due to exploding or vanishing of gradients.;arxiv
1366;RNN models such as LSTMs and GRUs (and their variants) significantly mitigate these issues associated with training by introducing various types of gating units into the architecture.;arxiv
1367;While these gates empirically improve performance, how the addition of gates influences the dynamics and trainability of GRUs and LSTMs is not well understood.;arxiv
1368;Here, we take the perspective of studying randomly initialized LSTMs and GRUs as dynamical systems, and ask how the salient dynamical properties are shaped by the gates.;arxiv
1369;We leverage tools from random matrix theory and mean-field theory to study the state-to-state Jacobians of GRUs and LSTMs.;arxiv
1370;We show that the update gate in the GRU and the forget gate in the LSTM can lead to an accumulation of slow modes in the dynamics.;arxiv
1371;Moreover, the GRU update gate can poise the system at a marginally stable point.;arxiv
1372;The reset gate in the GRU and the output and input gates in the LSTM control the spectral radius of the Jacobian, and the GRU reset gate also modulates the complexity of the landscape of fixed-points.;arxiv
1373;Furthermore, for the GRU we obtain a phase diagram describing the statistical properties of fixed-points.;arxiv
1374;We also provide a preliminary comparison of training performance to the various dynamical regimes realized by varying hyperparameters.;arxiv
1375;Looking to the future, we have introduced a powerful set of techniques which can be adapted to a broad class of RNNs, to study the influence of various architectural choices on dynamics, and potentially motivate the principled discovery of novel architectures.;arxiv
1376;Transformer model architectures have garnered immense interest lately due to their effectiveness across a range of domains like language, vision and reinforcement learning.;arxiv
1377;In the field of natural language processing for example, Transformers have become an indispensable staple in the modern deep learning stack.;arxiv
1378;"Recently, a dizzying number of ""X-former"" models have been proposed - Reformer, Linformer, Performer, Longformer, to name a few - which improve upon the original Transformer architecture, many of which make improvements around computational and memory efficiency.";arxiv
1379;"With the aim of helping the avid researcher navigate this flurry, this paper characterizes a large and thoughtful selection of recent efficiency-flavored ""X-former"" models, providing an organized and comprehensive overview of existing work and models across multiple domains.";arxiv
1380;We study adaptive sensing of Cox point processes, a widely used model from spatial statistics.;arxiv
1381;We introduce three tasks: maximization of captured events, search for the maximum of the intensity function and learning level sets of the intensity function.;arxiv
1382;We model the intensity function as a sample from a truncated Gaussian process, represented in a specially constructed positive basis.;arxiv
1383;In this basis, the positivity constraint on the intensity function has a simple form.;arxiv
1384;We show how an minimal description positive basis can be adapted to the covariance kernel, non-stationarity and make connections to common positive bases from prior works.;arxiv
1385;Our adaptive sensing algorithms use Langevin dynamics and are based on posterior sampling (\textsc{Cox-Thompson}) and top-two posterior sampling (\textsc{Top2}) principles.;arxiv
1386;With latter, the difference between samples serves as a surrogate to the uncertainty.;arxiv
1387;We demonstrate the approach using examples from environmental monitoring and crime rate modeling, and compare it to the classical Bayesian experimental design approach.;arxiv
1388;Inspired by the ability of StyleGAN to generate highly realistic images in a variety of domains, much recent work has focused on understanding how to use the latent spaces of StyleGAN to manipulate generated and real images.;arxiv
1389;However, discovering semantically meaningful latent manipulations typically involves painstaking human examination of the many degrees of freedom, or an annotated collection of images for each desired manipulation.;arxiv
1390;In this work, we explore leveraging the power of recently introduced Contrastive Language-Image Pre-training (CLIP) models in order to develop a text-based interface for StyleGAN image manipulation that does not require such manual effort.;arxiv
1391;We first introduce an optimization scheme that utilizes a CLIP-based loss to modify an input latent vector in response to a user-provided text prompt.;arxiv
1392;Next, we describe a latent mapper that infers a text-guided latent manipulation step for a given input image, allowing faster and more stable text-based manipulation.;arxiv
1393;Finally, we present a method for mapping a text prompts to input-agnostic directions in StyleGAN's style space, enabling interactive text-driven image manipulation.;arxiv
1394;Extensive results and comparisons demonstrate the effectiveness of our approaches.;arxiv
1395;Spectral Graph Neural Network is a kind of Graph Neural Network (GNN) based on graph signal filters.;arxiv
1396;Some models able to learn arbitrary spectral filters have emerged recently.;arxiv
1397;However, few works analyze the expressive power of spectral GNNs.;arxiv
1398;This paper studies spectral GNNs' expressive power theoretically.;arxiv
1399;We first prove that even spectral GNNs without nonlinearity can produce arbitrary graph signals and give two conditions for reaching universality.;arxiv
1400;We also establish a connection between the expressive power of spectral GNNs and Graph Isomorphism (GI) testing, the latter of which is often used to characterize spatial GNNs' expressive power.;arxiv
1401;Moreover, we study the difference in empirical performance among different spectral GNNs with the same expressive power from an optimization perspective, and motivate the use of an orthogonal basis whose weight function corresponds to the graph signal density in the spectrum.;arxiv
1402;Inspired by the analysis, we propose JacobiConv, which uses Jacobi basis due to its orthogonality and flexibility to adapt to a wide range of weight functions.;arxiv
1403;JacobiConv deserts nonlinearity while outperforming all baselines on both synthetic and real-world datasets.;arxiv
1404;The linear quadratic regulator (LQR) problem has reemerged as an important theoretical benchmark for reinforcement learning-based control of complex dynamical systems with continuous state and action spaces.;arxiv
1405;In contrast with nearly all recent work in this area, we consider multiplicative noise models, which are increasingly relevant because they explicitly incorporate inherent uncertainty and variation in the system dynamics and thereby improve robustness properties of the controller.;arxiv
1406;Although policy gradient algorithms require optimization of a non-convex cost function, we show that the multiplicative noise LQR cost has a special property called gradient domination, which is exploited to prove global convergence of policy gradient algorithms to the globally optimum control policy with polynomial dependence on problem parameters.;arxiv
1407;Results are provided both in the model-known and model-unknown settings where samples of system trajectories are used to estimate policy gradients.;arxiv
1408;Systems of competing agents can often be modeled as games.;arxiv
1409;Assuming rationality, the most likely outcomes are given by an equilibrium, e.g. a Nash equilibrium.;arxiv
1410;Often only game equilibria are observed, while the players' true cost functions are unknown.;arxiv
1411;This work introduces Nash Fixed Point Networks (N-FPNs), a class of implicit neural networks that learn to predict the equilibria given only the context.;arxiv
1412;The N-FPN design fuses data-driven modeling with provided constraints on the actions available to agents.;arxiv
1413;N-FPNs are compatible with the recently introduced Jacobian-Free Backpropagation technique for training implicit networks, making them significantly faster to train than prior models.;arxiv
1414;N-FPNs can exploit novel constraint decoupling to avoid costly projections.;arxiv
1415;Provided numerical examples show the efficacy of N-FPNs on atomic and non-atomic games (e.g. traffic routing);arxiv
1416;In this paper, we propose an unsupervised data-driven approach to predict real-time locational marginal prices (RTLMPs).;arxiv
1417;The proposed approach is built upon a general data structure for organizing system-wide heterogeneous market data streams into the format of market data images and videos.;arxiv
1418;Leveraging this general data structure, the system-wide RTLMP prediction problem is formulated as a video prediction problem.;arxiv
1419;A video prediction model based on generative adversarial networks (GAN) is proposed to learn the spatio-temporal correlations among historical RTLMPs and predict system-wide RTLMPs for the next hour.;arxiv
1420;An autoregressive moving average (ARMA) calibration method is adopted to improve the prediction accuracy.;arxiv
1421;The proposed RTLMP prediction method takes public market data as inputs, without requiring any confidential information on system topology, model parameters, or market operating details.;arxiv
1422;Case studies using public market data from ISO New England (ISO-NE) and Southwest Power Pool (SPP) demonstrate that the proposed method is able to learn spatio-temporal correlations among RTLMPs and perform accurate RTLMP prediction.;arxiv
1423;Multi-label learning has attracted the attention of the machine learning community.;arxiv
1424;The problem conversion method Binary Relevance converts a familiar single label into a multi-label algorithm.;arxiv
1425;The binary relevance method is widely used because of its simple structure and efficient algorithm.;arxiv
1426;But binary relevance does not consider the links between labels, making it cumbersome to handle some tasks.;arxiv
1427;This paper proposes a multi-label learning algorithm that can also be used for single-label classification.;arxiv
1428;It is based on standard support vector machines and changes the original single decision hyperplane into two parallel decision hyper-planes, which call multi-label parallel support vector machine (MLPSVM).;arxiv
1429;At the end of the article, MLPSVM is compared with other multi-label learning algorithms.;arxiv
1430;The experimental results show that the algorithm performs well on data sets.;arxiv
1431;The choice of the distance function depends mainly on the type of the selected variables.;arxiv
1432;Unfortunately, relatively few options permit to handle mixed type variables, a situation frequently encountered in official statistics.;arxiv
1433;Unfortunately, the unweighted standard setting the contribution of the single variables to the overall Gower's distance is unbalanced because of the different nature of the variables themselves.;arxiv
1434;This article tries to address the main drawbacks that affect the overall unweighted Gower's distance by suggesting some modifications in calculating the distance on the interval and ratio scaled variables.;arxiv
